id,physical_description,size
26912,Folder; 9.25 x 14.5 inches; blue cord, 9.25 x 14.5 inches
26913,Folder; 10.25 x 15 inches, 10.25 x 15 inches
26914,Booklet; 9.25 x 16.25 inches, 9.25 x 16.25 inches
26915,Tri-fold; 7.75 x 16 inches, 7.75 x 16 inches
26916,Broadside; paper; 7.5 x 11.5 inches, paper
26917,Broadside; 9.5 x 14.5 inches, 9.5 x 14.5 inches
26918,Broadside; 8.5 x 13 inches, 8.5 x 13 inches
26919,"Folder, wood and paper, 9.5 x 13 inches", 9.5 x 13 inches
26920,Booklet; 11 x 15 inches, 11 x 15 inches
26921,Booklet; 9.5 x 13 inches, 9.5 x 13 inches
26922,Tri-fold; 7.5 x 11 inches; laminated, 7.5 x 11 inches
26923,Booklet; 6 x 8.25 inches, 6 x 8.25 inches
26924,Folder; 5 x 12 inches, 5 x 12 inches
26925,Booklet; 4.5 x 10 inches, 4.5 x 10 inches
26926,Folder; plastic sleeves with paper insert; 8.5 x 12.25 inches, plastic sleeves with paper insert
26927,Folder; 6.5 x 4.75 inches, 6.5 x 4.75 inches
26928,Folder; 9.75 x 12 inches, 9.75 x 12 inches
26929,Folder; 9.75 x 18 inches, 9.75 x 18 inches
26930,Folder; 9.75 x 18 inches, 9.75 x 18 inches
26931,Tri-fold; 8 x 11 inches folded, 8 x 11 inches folded
26932,Tri-fold; 10 x 13.5 inches folded, 10 x 13.5 inches folded
26933,Booklet; 8.25 x 11.5 inches, 8.25 x 11.5 inches
26934,Folder; 11.75 x 8.25 inches; laminated, 11.75 x 8.25 inches
26935,Folder; 11.75 x 8.25 inches; laminated, 11.75 x 8.25 inches
26936,Accordian fold; 5 x 11.75 inches, 5 x 11.75 inches
26937,Folder; plastic sleeves with paper insert; 9 x 12 inches, plastic sleeves with paper insert
26938,Folder; 8.25 x 11.75 inches, 8.25 x 11.75 inches
26939,Tri-fold; 8.5 x 13 inches folded, 8.5 x 13 inches folded
26940,Folder; 8 x 11.75 inches; laminated, 8 x 11.75 inches
26941,Tri-fold; 8.5 x 12 inches folded; laminated, 8.5 x 12 inches folded
26942,Folder; 7 x 15.5 inches, 7 x 15.5 inches
26943,Folder; 7 x 15.5 inches, 7 x 15.5 inches
26944,Folder; 4.5 x 8.75 inches, 4.5 x 8.75 inches
26945,Tri-fold; 6.25 x 12.5 inches, 6.25 x 12.5 inches
26946,Card; 6.25 x 9.5 inches, 6.25 x 9.5 inches
26947,Folder; 9.25 x 12.25 inches, 9.25 x 12.25 inches
26948,Booklet; 8.5 x 11.5 inches, 8.5 x 11.5 inches
26949,Tri-fold; 8.25 x 11.75 inches folded; rounded at top, 8.25 x 11.75 inches folded
26950,Booklet; 9.25 x 13 inches, 9.25 x 13 inches
26951,Folder; 10.5 x 14 inches, 10.5 x 14 inches
26952,Booklet; 7.5 x 14 inches, 7.5 x 14 inches
26953,Paper; 9.5 x 14 inches, 9.5 x 14 inches
26954,Folder; 9.25 x 12 inches, 9.25 x 12 inches
26955,Folder; 6 x 8.25 inches, 6 x 8.25 inches
26956,Booklet; 8.5 x 12 inches, 8.5 x 12 inches
26957,Card; 12 x 8.5 inches; laminated, 12 x 8.5 inches
26958,Booklet; 7.25 x 11.5 inches, 7.25 x 11.5 inches
26959,Folder; 8.25 x 11.75 inches, 8.25 x 11.75 inches
26960,Card; 12.75 x 19 inches, 12.75 x 19 inches
26961,Broadside; 8.5 x 13.75 inches, 8.5 x 13.75 inches
26962,Broadside; 8.5 x 13.75 inches, 8.5 x 13.75 inches
26963,"2 pieces; folder, 11 x 16 inches, gold; folder; 10.75 x 15.5 inches", folder
26964,Card; 4.5 x 5.75 inches, 4.5 x 5.75 inches
26965,Broadside; placemat; 15.25 x 10.25 inches, placemat
26966,Folder; 9 x 16 inches, 9 x 16 inches
26968,Paper; 7.5 x 11 inches, 7.5 x 11 inches
26969,Paper; 8.25 x 10.5 inches, 8.25 x 10.5 inches
26970,Paper; 9 x 12.5 inches, 9 x 12.5 inches
26971,Paper; 8.75 x 12.5 inches, 8.75 x 12.5 inches
26972,Card; 9 x 14 inches, 9 x 14 inches
26973,Broadside; 11 x 15 inches, 11 x 15 inches
26974,Broadside; 8.5 x 12 inches, 8.5 x 12 inches
26975,Broadside; 10.75 x 15.5 inches, 10.75 x 15.5 inches
26980,"Broadside, paper, 10.5 x 14 inches", 10.5 x 14 inches
26981,Plastic sleeve with paper insert; 12.75 x 17 inches, 12.75 x 17 inches
26983,Folder; 12 x 16 inches, 12 x 16 inches
26985,Broadside; 9 x 13 inches, 9 x 13 inches
26987,Broadside; card; 9.25 x 12.25 inches, card
26988,Booklet; 7.5 x 10 inches; gold cord, 7.5 x 10 inches
26989,"Placemat, cloth, 18.75 x 14.5 inches", 18.75 x 14.5 inches
26990,"Broadside, paper, 12.5 x 16 inches", 12.5 x 16 inches
26991,"Broadside, paper, 10.75 x 15.75 inches", 10.75 x 15.75 inches
26993,Folder; 12.25 x 16 inches, 12.25 x 16 inches
26994,Folder; 9.5 x 12.75 inches, 9.5 x 12.75 inches
26995,Card; 7 x 11 inches, 7 x 11 inches
26996,Booklet; 9.75 x 13 inches, 9.75 x 13 inches
26997,"2 pieces; folder, 9.5 x 13 inches; pamphlet, 3.75 x 9 inches"," folder, 9.5 x 13 inches"
26998,Card; 7 x 11 inches, 7 x 11 inches
26999,Folder; 9.5 x 12.5 inches; gold cord, 9.5 x 12.5 inches
27000,"Folder, paper inside plastic cover, 9.5 x 13.5 inches", 9.5 x 13.5 inches
27001,"Broadside, paper, 10.5 x 14.5 inches", 10.5 x 14.5 inches
27002,"Broadside, paper, 11.75 x 16.5 inches", 11.75 x 16.5 inches
27003,"Broadside, paper, 19.25 x 14.75 inches", 19.25 x 14.75 inches
27004,"Folder, paper, 19.5 x 12.25 inches", 19.5 x 12.25 inches
27005,"Folder, paper, 18.25 x 10.5 inches", 18.25 x 10.5 inches
27006,Broadside 8x10 1/2 Inches; Laminated menu, Laminated menu
27007,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27008,8 x 5 1/2 in. fold. ; ill., ill.
27009,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27010,8 x 5 1/2 in. fold. ; ill., ill.
27011,8 x 5 in. fold. ; ill., ill.
27012,8 x 5 in. fold. ; ill., ill.
27013,7 x 5 in. fold. ; ill. col., ill. col.
27014,4 x 2 1/2 in. fold. ; ill., ill.
27015,8 x 6 1/2 in.,8 x 6 1/2 in.
27016,10 x 7 in. fold. ; ill., ill.
27017,9 1/2 x 6 in. fold. ; ill., ill.
27018,11 1/2 x 9 in. fold. ; ill., ill.
27019,10 x 6 1/2 in. ,10 x 6 1/2 in. 
27020,9 x 6 in. ,9 x 6 in. 
27021,9 1/2 x 6 in. ; ill., ill.
27022,9 x 6 in. fold. ,9 x 6 in. fold. 
27023,12 1/2 x 9 1/2 in. fold. ,12 1/2 x 9 1/2 in. fold. 
27024,9 x 6 in. fold. ,9 x 6 in. fold. 
27025,9 x 6 in. ,9 x 6 in. 
27026,9 x 6 in. ,9 x 6 in. 
27027,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27028,10 x 7 in. fold. ; ill. , ill. 
27029,6 1/2 x 5 1/2 in.,6 1/2 x 5 1/2 in.
27030,10 x 6 1/2 in. fold. ; ill. col., ill. col.
27031,8 1/2 x 5 1/2 in. fold. ; ill. , ill. 
27032,,
27035,9 1/2 x 6 1/2 in. ,9 1/2 x 6 1/2 in. 
27036,,
27038,,
27040,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27041,6 1/2 x 5 1/2 in. ; ill. col., ill. col.
27042,9 1/2 x 7 in. fold. ; ill., ill.
27043,9 1/2 x 6 in. fold. ; ill., ill.
27044,11 x 8 1/2 in. ; ill., ill.
27045,9 x 6 in. fold.,9 x 6 in. fold.
27046,5 1/2 x 4 in. ,5 1/2 x 4 in. 
27047,9 x 6 in. fold. ; ill., ill.
27048,9 x 6 1/2 in. fold. ; ill., ill.
27049,9 x 6 1/2 in. fold. ; ill., ill.
27050,11 x 7 in. ; ill., ill.
27051,10 x 6 1/2 in. ; ill., ill.
27052,"9 x 5 in., fold. ; ill.", ill.
27053,"9 x 5 in., fold. ; ill.", ill.
27054,9 1/2 x 5 1/2 in. ; ill. col., ill. col.
27055,8 x 6 in. fold. ; ill., ill.
27056,10 x 7 in. fold. ; ill. col., ill. col.
27057,9 x 6 in. fold. ; ill. col., ill. col.
27058,9 x 6 in. fold. ; ill., ill.
27059,11 x 7 in. ; ill., ill.
27060,11 x 7 in. ; ill., ill.
27061,10 x 7 in. fold. ; ill., ill.
27062,10 x 7 in. fold. ; ill., ill.
27063,10 x 8 1/2 in. fold. ; ill., ill.
27064,"10 x 7 in., fold. ; ill.", ill.
27065,10 x 6 1/2 in. fold.,10 x 6 1/2 in. fold.
27066,8 x 5 in. fold.; ill. col., ill. col.
27067,9 x 6 in. fold.,9 x 6 in. fold.
27068,9 x 4 in. fold. ,9 x 4 in. fold. 
27069,9 x 6 in. fold. ,9 x 6 in. fold. 
27070,12 x 8 in. fold. ; ill., ill.
27071,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27072,9 x 6 in. fold.,9 x 6 in. fold.
27073,9 x 6 in. fold. ; ill., ill.
27074,8 x 5 1/2 in. fold. ; ill., ill.
27075,8 x 5 1/2 in. fold. ; ill., ill.
27076,8 x 5 1/2 in. fold. ; ill., ill.
27077,8 x 5 1/2 in. fold. ; ill., ill.
27078,9 1/2 x 6 1/2 in. ,9 1/2 x 6 1/2 in. 
27079,11 x 8 1/2 in. fold. ; ill., ill.
27080,10 x 8 1/2 in. fold. ; ill., ill.
27081,8 x 5 1/2 in. fold. ; ill., ill.
27082,9 x 6 in. fold. ; ill., ill.
27083,9 1/2 x 6 1/4 in. ,9 1/2 x 6 1/4 in. 
27084,"8 1/2 x 5 1/2 in., fold. ; ill.", ill.
27085,"8 1/2 x 5 1/2 in., fold. ; ill.", ill.
27086,"10 x 7 in., fold. ; ill.", ill.
27087,6 1/2 x 6 1/2 in. ,6 1/2 x 6 1/2 in. 
27088,9 1/2 x 6 1/2 in. ,9 1/2 x 6 1/2 in. 
27089,10 x 7 in. fold. ; ill. col., ill. col.
27090,9 x 4 in. ; ill. col., ill. col.
27091,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27092,9 x 6 in. fold. ; ill., ill.
27093,"9 x 6 in., fold. ; ill.", ill.
27094,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27095,7 x 4 1/2 in. fold.,7 x 4 1/2 in. fold.
27096,9 1/2 x 6 1/2 in. fold.,9 1/2 x 6 1/2 in. fold.
27097,8 1/2 x 5 1/2 in. fold. ,8 1/2 x 5 1/2 in. fold. 
27098,9 x 6 1/2 in. fold. ; ill. col., ill. col.
27099,7 x 5 in. ,7 x 5 in. 
27100,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27101,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27102,11 x 7 in. ; ill., ill.
27103,11 x 7 in. ; ill., ill.
27104,5 x 3 1/2 in. fold.,5 x 3 1/2 in. fold.
27105,11 x 7 in. ,11 x 7 in. 
27106,9 x 6 in. fold. ; ill., ill.
27107,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27108,7 1/2 x 4 1/2 in. fold.,7 1/2 x 4 1/2 in. fold.
27109,4 1/2 x 3 1/2 in. fold.,4 1/2 x 3 1/2 in. fold.
27110,5 1/2 x 3 1/2 in. ; col. ill., col. ill.
27111,9 1/2 x 6 in. fold. ; ill. col., ill. col.
27112,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27113,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27114,9 x 6 1/2 in. fold. ; ill. , ill. 
27115,,
27116,9 x 5 1/2 in. fold.,9 x 5 1/2 in. fold.
27117,9 x 5 1/2 in. fold. ,9 x 5 1/2 in. fold. 
27118,11 1/2 x 9 in. fold. ; ill., ill.
27119,11 1/2 x 9 1/2 in. fold. ; ill., ill.
27120,12 1/2 x 9 in. fold. ,12 1/2 x 9 in. fold. 
27121,11 1/2 x 9 in. ,11 1/2 x 9 in. 
27122,13 x 9 1/2 in. fold. ; ill., ill.
27123,10 1/2 x 6 in. ; ill., ill.
27124,10 x 6 1/2 in. ; ill., ill.
27125,10 x 6 1/2 in. ; ill., ill.
27127,4 x 2 1/2 in. ; ill. col., ill. col.
27128,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27129,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27130,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27131,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27132,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27133,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27134,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27135,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27136,8 1/2 x 5 1/2 in. fold. ; ill. col., ill. col.
27137,7 x 5 in. fold. ; ill., ill.
27139,7 x 4 in. ,7 x 4 in. 
27140,7 x 4 in. ,7 x 4 in. 
27141,8 x 5 in. ,8 x 5 in. 
27142,9 x 6 in.,9 x 6 in.
27143,9 x 6 in.,9 x 6 in.
27144,10 x 7 in. fold. ; ill., ill.
27145,5 1/2 x 7 in. ,5 1/2 x 7 in. 
27146,7 1/2 x 5 in. ,7 1/2 x 5 in. 
27147,7 1/2 x 5 in. ,7 1/2 x 5 in. 
27148,10 1/2 x 7 in. fold. ; ill., ill.
27149,10 1/2 x 7 in. ; ill. col., ill. col.
27150,10 1/2 x 7 in. fold. ; ill., ill.
27151,9 x 6 in. fold. ; ill., ill.
27152,5 x 6 in. fold. ; ill., ill.
27153,11 x 7 in. ; ill., ill.
27154,8 x 5 1/2 in. ,8 x 5 1/2 in. 
27155,8 x 5 in. ,8 x 5 in. 
27156,9 x 6 in. fold. ,9 x 6 in. fold. 
27157,9 x 6 in. fold. ,9 x 6 in. fold. 
27158,9 x 6 in. fold.,9 x 6 in. fold.
27159,9 x 6 in. ,9 x 6 in. 
27160,9 x 6 in. fold. ; ill., ill.
27161,9 x 6 in. fold. ; ill., ill.
27162,9 x 6 in. fold. ; ill., ill.
27163,9 x 6 1/2 in. fold. ; ill., ill.
27164,10 1/2 x 6 1/2 in. ; ill., ill.
27165,10 x 6 1/2 in. ; ill., ill.
27166,10 x 7 in. ; ill. , ill. 
27167,11 x 8 in. ; ill. col., ill. col.
27168,8 1/2 x 5 1/2 in. fold. ,8 1/2 x 5 1/2 in. fold. 
27169,9 x 5 1/2 in. fold. ; ill., ill.
27170,6 1/2 x 4 1/2 in. fold. ; ill., ill.
27171,10 x 6 1/2 in. fold. ; ill., ill.
27172,10 1/2 x 6 1/2 in. fold. ; ill., ill.
27173,10 x 6 1/2 in. fold. ; ill. col., ill. col.
27174,11 x 8 in. fold. ; ill., ill.
27175,10 x 5 in. fold. ; ill., ill.
27176,2 1/2 x 6 in. ; ill., ill.
27177,7 x 4 1/2 in. ; ill., ill.
27178,9 1/2 x 6 1/2 in. ,9 1/2 x 6 1/2 in. 
27179,11 x 7 in. ; ill., ill.
27180,11 x 7 in. ; ill., ill.
27181,11 x 7 in. ; ill., ill.
27182,11 x 7 in. ; ill., ill.
27183,11 x 7 in. ; ill., ill.
27184,11 x 7 in. ,11 x 7 in. 
27185,11 x 7 in. ,11 x 7 in. 
27186,11 x 7 in. ,11 x 7 in. 
27187,11 x 7 in. ,11 x 7 in. 
27188,11 x 7 in. ,11 x 7 in. 
27189,11 x 7 in. ,11 x 7 in. 
27190,11 x 7 in. ; ill., ill.
27191,10 x 7 in. fold. ; ill., ill.
27192,10 x 7 in. fold. ; ill., ill.
27193,10 x 7 in. fold. ; ill., ill.
27194,10 x 7 in. fold. ; ill. col., ill. col.
27195,"8 1/2 x 5 1/2 in., fold. ; ill.", ill.
27196,"8 1/2 x 5 1/2 in., fold. ; ill.", ill.
27197,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27198,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27199,8 x 5 1/2 in. fold. ; ill., ill.
27200,8 x 5 1/2 in. fold. ; ill., ill.
27201,8 x 5 1/2 in. fold. ; ill., ill.
27202,6 1/2 x 4 1/2 in. fold.,6 1/2 x 4 1/2 in. fold.
27203,7 1/2 x 4 1/2 in.,7 1/2 x 4 1/2 in.
27204,"9 x 6 in. ; 4 p., ill."," 4 p., ill."
27205,8 x 5 in. fold.,8 x 5 in. fold.
27206,10 x 6 1/2 in.,10 x 6 1/2 in.
27207,8 1/2 x 5 1/2 in. fold.,8 1/2 x 5 1/2 in. fold.
27208,9 1/2 x 6 in. ; 8 p., 8 p.
27209,6 1/2 x 4 1/2 in. ; 4 p., 4 p.
27210,8 1/2 x 5 1/2 in. fold.,8 1/2 x 5 1/2 in. fold.
27211,10 x 6 1/2 in. ; col. ill., col. ill.
27212,9 x 6 in. ; ill., ill.
27213,5 1/2 x 3 1/2 in. ; col. ill., col. ill.
27214,7 x 4 1/2 in. ; col. ill., col. ill.
27215,9 x 6 in. ; col. ill., col. ill.
27216,8 1/2 x 6 1/2 in. fold.,8 1/2 x 6 1/2 in. fold.
27217,9 1/2 x 12 in. fold.,9 1/2 x 12 in. fold.
27218,12 x 9 in. fold. ; ill., ill.
27219,10 x 6 1/2 in. ,10 x 6 1/2 in. 
27220,6 x 3 1/2 in. ,6 x 3 1/2 in. 
27221,8 1/2 x 3 1/2 in. fold. ; ill., ill.
27222,9 1/2 x 6 in. fold. ; ill., ill.
27223,5 x 3 1/2 in. fold. ; col. ill., col. ill.
27224,8 1/2 x 6 1/2 in. fold.,8 1/2 x 6 1/2 in. fold.
27225,10 x 7 in. fold. ; ill. col., ill. col.
27226,10 x 7 in. fold. ; ill., ill.
27227,9 1/2 x 6 1/2 in. fold. ; ill., ill.
27228,9 1/2 x 6 in. ; col. ill., col. ill.
27229,9 x 6 in. fold. ; ill., ill.
27230,9 1/2 x 6 1/2 in. fold. ,9 1/2 x 6 1/2 in. fold. 
27231,10 x 6 1/2 in. ; ill., ill.
27232,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27233,8 1/2 x 5 1/2 in. fold. ; ill., ill.
27234,7 1/2 x 6 in. ; 9 p., 9 p.
27235,8 x 5 in. fold. ; ill., ill.
27236,8 x 5 1/2 in. fold.,8 x 5 1/2 in. fold.
27237,9 x 6 in. fold. ; ill. col., ill. col.
27238,10 1/2 x 5 in. fold.,10 1/2 x 5 in. fold.
27239,9 x 6 in. fold. ; ill., ill.
27240,photocopy (5 pages); 8.5 x 14 inches, 8.5 x 14 inches
27241,folder and photocopy; 8.5 x 14 inches; ink markings (cover), 8.5 x 14 inches
27242,folder; 9 x 11.63 inches;, 9 x 11.63 inches
27243,folder; 9 x 12 inches; crease (length-wise), 9 x 12 inches
27244,folder; 8.25 x 11 inches, 8.25 x 11 inches
27245,folder; 9.8 x 12.75 inches, 9.8 x 12.75 inches
27246,booklet; 8.75 x 12 inches; binding missing two metal fastners, 8.75 x 12 inches
27247,folders (2); 8 x 14 inches; ink markings (cover), 8 x 14 inches
27248,folder (unfolded); 13 x 9.5 inches, 13 x 9.5 inches
27249,folder; 9.875 x 12.75 inches; food stains (cover), 9.875 x 12.75 inches
27250,folder; 9 x 12 inches; creased length-wise, 9 x 12 inches
27251,"folder; 8.25 x 11.75 inches; water stain (bottom, left and right corners)", 8.25 x 11.75 inches
27252,folder; 7.25 x 9.5 inches; coffee stain (interior), 7.25 x 9.5 inches
27253,folder; 8 x 10.25 inches, 8 x 10.25 inches
27254,broadside; 8.875 x 12 inches; creased (center), 8.875 x 12 inches
27255,trifolder; 6.625 x 11.25 inches, 6.625 x 11.25 inches
27256,folder; 9 x 12 inches; uneven seam, 9 x 12 inches
27257,folder; 8.25 x 10.5 inches, 8.25 x 10.5 inches
27258,folder; 8.5 x 11 inches, 8.5 x 11 inches
27259,folder; 8.5 x 11 inches, 8.5 x 11 inches
27260,folder; 9.75 x 12.5 inches; food stains, 9.75 x 12.5 inches
27261,"folder with insert (fuzzy, velvet-like cover); 10 x 14 inches", 10 x 14 inches
27262,folder; 10.5 x 14 inches; creased corner (right edge), 10.5 x 14 inches
27263,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)", 8.5 x 11 inches
27264,folder (unfolded); broadside; 13 x 9.5 inches (unfolded), broadside
27265,folder; 7.75 x 11.8125 inches, 7.75 x 11.8125 inches
27266,"photocopy; 8.5 x 11 inches; bent corner (bottom, left); metal fastner"," bent corner (bottom, left)"
27267,"letterhead; 8.5 x 11 inches; bent corner (upper, left)", 8.5 x 11 inches
27268,photocopy (2 pages); 8.5 x 14 inches, 8.5 x 14 inches
27269,photocopy (2 pages); 8.5 x 14 inches, 8.5 x 14 inches
27270,photocopy; 8.5 x 14 inches; folded in quarters, 8.5 x 14 inches
27271,photocopy; 8.5 x 14 inches; folded in quarters, 8.5 x 14 inches
27272,photocopy; 8.5 x 14 inches; folded in quarters, 8.5 x 14 inches
27273,photocopy; 8.5 x 14 inches; folded in quarters, 8.5 x 14 inches
27274,photocopy; 8.5 x 14 inches; folded in quarters, 8.5 x 14 inches
27278,folder; 9 x 12 inches; uneven seam; rust; crease upper right corner, rust
27280,folder; 11 x 14 inches; crease (center); ink tracings; hole (center); stains, hole (center)
27281,folder; 11 x 14 inches; crease (botton right corner); ink tracings; stains, ink tracings
27282,broadside; 9 x 19 inches; crease (bottom right corner), 9 x 19 inches
27283,folder; 7.25 x 9.5 inches, 7.25 x 9.5 inches
27284,folder; 6.37 x 9.5 inches; bound with elastic cord; soot (upper right corner), bound with elastic cord
27285,folder; 6.5 x 9.5 inches, 6.5 x 9.5 inches
27287,folder; 7.25 x 9.5 inches, 7.25 x 9.5 inches
27288,one page; 8.5 x 12 inches, 8.5 x 12 inches
27289,broadside; 9 x 13 inches, 9 x 13 inches
27290,broadside; 9 x 13 inches, 9 x 13 inches
27291,"folder; 9.875 x 12.75 inches; water stain (center, seam)", 9.875 x 12.75 inches
27292,broadside; 8 x 12.5 inches, 8 x 12.5 inches
27293,folder; 8.8125 x 11.5 inches, 8.8125 x 11.5 inches
27294,tri-fold; 8 x 13.25 inches, 8 x 13.25 inches
27295,folder; 8.5 x 11.5 inches, 8.5 x 11.5 inches
27296,folder; 8.62 x 11.25 inches, 8.62 x 11.25 inches
27297,folder; 9.75 x 13 inches; uneven edge to paper; food stains, uneven edge to paper
27299,folder; 7.75 x 10.5 inches; pencil markings (cover); water stains (crease), pencil markings (cover)
27300,folder; 7.75 x 10 inches, 7.75 x 10 inches
27301,"folder; 8 x 10.5 inches; water stain (center, bottom, middle)", 8 x 10.5 inches
27302,broadside; 9 x 13 inches, 9 x 13 inches
27303,folder with insert; ribbon binding; 8.5 x 11 inches, ribbon binding
27304,broadside; 9.5 x 12.75 inches; creased (width-wise), 9.5 x 12.75 inches
27305,broadside; 9.5 x 12.75 inches; creased (width-wise), 9.5 x 12.75 inches
27306,broadside; 9.5 x 12.75 inches; creased (width-wise), 9.5 x 12.75 inches
27307,broadside; 9.5 x 12.75 inches; creased (width-wise), 9.5 x 12.75 inches
27308,broadside,
27309,folder (unfolded); 11.75 x 7.75 inches, 11.75 x 7.75 inches
27310,folder; 8.75 x 11.5 inches; metal fastners along edges, 8.75 x 11.5 inches
27311,folder; 9.875 x 13.75 inches, 9.875 x 13.75 inches
27312,"folder; 9 x 12.5 inches; water stain (bottom, center)", 9 x 12.5 inches
27313,folder; 9.8 x 12.75 inches, 9.8 x 12.75 inches
27314,broadside); 9 x 13 inhes, 9 x 13 inhes
27315,broadside; 10.375 x 15.375 inches; creased (accordian fold); metal fastner , creased (accordian fold)
27316,folder; 7.75 x 10.5 inches; sticker (front cover), 7.75 x 10.5 inches
27317,broadside; 8 x 12.375 inches, 8 x 12.375 inches
27318,broadside; 8 x 12.375 inches , 8 x 12.375 inches 
27320,door knob sign; 4.875 x 11.875 inches, 4.875 x 11.875 inches
27321,folder; 9.25 x 12.625 inches, 9.25 x 12.625 inches
27322,folder; 9.25 x 12.625 inches, 9.25 x 12.625 inches
27323,broadside; 10.25 x 13.75 inches, 10.25 x 13.75 inches
27324,"folder (with insert, 2 copies); cord binding; 8.375 x 11 inches", cord binding
27325,folder (with plastic cover); 9.75 x 14 inches; cracked and bent plastic cover, 9.75 x 14 inches
27326,folder (with insert);blue cord binding; 8.5 x 11 inches,blue cord binding
27327,broadside; 5.5 x 6.25 inches, 5.5 x 6.25 inches
27328,folder; 7.25 x 9.5 inches, 7.25 x 9.5 inches
27329,folder; 6.5 x 9.5 inches, 6.5 x 9.5 inches
27330,,
27331,"folder; 9.78 x 12.625 inches; water stains (center, bottom)", 9.78 x 12.625 inches
27332,folder; 8.5 x 11.5 inches; tear (verso), 8.5 x 11.5 inches
27333,folder; bound with elastic cord and metal fastners (handle); acrylic cover (cracking at fold); 10.5 x 14.25 inches, acrylic cover (cracking at fold)
27334,"broadside; 8.25 x 11.75 inches; water stain (bottom, right)", 8.25 x 11.75 inches
27335," letterhead photocopy (5 pages; 1-25 dishes); 8.5 x 11 inches; bent corner (upper, right); metal fastner (top, center)"," bent corner (upper, right)"
27337,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)", 8.5 x 11 inches
27338,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)", 8.5 x 11 inches
27339,"letterhead (2 pages); 8.5 x 11 inches; metal fastener (upper, center)", 8.5 x 11 inches
27340,photocopy (1 page); 8.5 x 11 inches, 8.5 x 11 inches
27342,"folder; 10.5 x 14 inches; water stain (bottom, center); folds (upper, right/left); tears (center)"," folds (upper, right/left)"
27343,folder with paper insert; 6.5 x 9.875 inches; embossed (cover), 6.5 x 9.875 inches
27344,broadside; 5 x 7.5 inches, 5 x 7.5 inches
27345,"broadside; 10.5 x 14.875 inches; crease (center, width-wise)", 10.5 x 14.875 inches
27346,booklet; binding (metal fastners); 6.5 x 8.5 inches, binding (metal fastners)
27347,"folder (unfolded); 13 x 9.5 inches; water stain (top, right); dog-eared (top, right)"," water stain (top, right)"
27348,folder; 6.5 x 9.5 inches; uneven seam, 6.5 x 9.5 inches
27349,broadside; 9.5 x 13.75 inches; crease (length-wise), 9.5 x 13.75 inches
27350,broadside; 6 x 9 inches; creased lenght-wise, 6 x 9 inches
27351,folder; 9 x 12 inches, 9 x 12 inches
27352,folder; 5.375 x 8.75 inches, 5.375 x 8.75 inches
27353,"folder; 9.875 x 12.75 inches; water stain (center, seam)", 9.875 x 12.75 inches
27354,folder; 8.75 x 11.5 inches, 8.75 x 11.5 inches
27355,"folder (unfolded); 13 x 9.5 inches; worn corner (upper, right)", 13 x 9.5 inches
27356,broadside; 9 x 13 inches, 9 x 13 inches
27357,"folder; 8.25 x 11.25 inches; metal fastners (bottom, recto, verso)", 8.25 x 11.25 inches
27358,broadside; 8 x 12.5 inches, 8 x 12.5 inches
27359,broadside; 8 x 12.5 inches, 8 x 12.5 inches
27360,folder (unfolded); 13 x 9.5 inches, 13 x 9.5 inches
27361,folder (unfolded); 13 x 9.5 inches, 13 x 9.5 inches
27362,folder; 4.5 x 7 inches, 4.5 x 7 inches
27363,folder; 8.25 x 10.5 inches, 8.25 x 10.5 inches
27364,folder; 7 x 10 inches, 7 x 10 inches
27365,broadside; 8.25 x 11.75 inches, 8.25 x 11.75 inches
27366,folder; 7.75 x 10 inches, 7.75 x 10 inches
27367,folder; 8.375 x 11.75 inches; water stains (center), 8.375 x 11.75 inches
27368,broadside; 8.25 x 11.75 inches, 8.25 x 11.75 inches
27369,folder with insert; cord binding; tip-in illustration (cover); 6.25 x 10 inches, tip-in illustration (cover)
